# segment point distance q1 q2 q3 frequency_1_THz frequency_2_THz frequency_3_THz
4.0000000000 32.0000000000 1.5534354387 0.3300000000 0.0100000000 0.3300000000 4.5385425303 18.8533464343 18.8533464343
4.0000000000 33.0000000000 1.5572172091 0.3325000000 0.0025000000 0.3325000000 4.3921295103 18.8549580154 18.8549580154
4.0000000000 34.0000000000 1.5609989795 0.3350000000 -0.0050000000 0.3350000000 4.3040070455 18.8527120511 18.8527120511
4.0000000000 35.0000000000 1.5647807499 0.3375000000 -0.0125000000 0.3375000000 4.2775456792 18.8467775241 18.8467775241
4.0000000000 36.0000000000 1.5685625202 0.3400000000 -0.0200000000 0.3400000000 4.3134079646 18.8373327662 18.8373327662
4.0000000000 37.0000000000 1.5723442906 0.3425000000 -0.0275000000 0.3425000000 4.4093793072 18.8245649002 18.8245649002
4.0000000000 38.0000000000 1.5761260610 0.3450000000 -0.0350000000 0.3450000000 4.5607757911 18.8086692263 18.8086692263
4.0000000000 39.0000000000 1.5799078314 0.3475000000 -0.0425000000 0.3475000000 4.7612547319 18.7898485517 18.7898485517
4.0000000000 40.0000000000 1.5836896018 0.3500000000 -0.0500000000 0.3500000000 5.0037239048 18.7683124646 18.7683124646
4.0000000000 41.0000000000 1.5874713722 0.3525000000 -0.0575000000 0.3525000000 5.2810974118 18.7442765540 18.7442765540
4.0000000000 42.0000000000 1.5912531426 0.3550000000 -0.0650000000 0.3550000000 5.5867896029 18.7179615753 18.7179615753
4.0000000000 43.0000000000 1.5950349129 0.3575000000 -0.0725000000 0.3575000000 5.9149605284 18.6895925659 18.6895925659
4.0000000000 44.0000000000 1.5988166833 0.3600000000 -0.0800000000 0.3600000000 6.2605825616 18.6593979112 18.6593979112
4.0000000000 45.0000000000 1.6025984537 0.3625000000 -0.0875000000 0.3625000000 6.6194022135 18.6276083659 18.6276083659
4.0000000000 46.0000000000 1.6063802241 0.3650000000 -0.0950000000 0.3650000000 6.9878528630 18.5944560347 18.5944560347
4.0000000000 47.0000000000 1.6101619945 0.3675000000 -0.1025000000 0.3675000000 7.3629528970 18.5601733154 18.5601733154
4.0000000000 48.0000000000 1.6139437649 0.3700000000 -0.1100000000 0.3700000000 7.7422074779 18.5249918115 18.5249918115
4.0000000000 49.0000000000 1.6177255353 0.3725000000 -0.1175000000 0.3725000000 8.1235218800 18.4891412203 18.4891412203
4.0000000000 50.0000000000 1.6215073056 0.3750000000 -0.1250000000 0.3750000000 8.5051286461 18.4528482030 18.4528482030
4.0000000000 51.0000000000 1.6252890760 0.3775000000 -0.1325000000 0.3775000000 8.8855280426 18.4163352439 18.4163352439
4.0000000000 52.0000000000 1.6290708464 0.3800000000 -0.1400000000 0.3800000000 9.2634401616 18.3798195093 18.3798195093
4.0000000000 53.0000000000 1.6328526168 0.3825000000 -0.1475000000 0.3825000000 9.6377667236 18.3435117127 18.3435117127
4.0000000000 54.0000000000 1.6366343872 0.3850000000 -0.1550000000 0.3850000000 10.0075607395 18.3076149971 18.3076149971
4.0000000000 55.0000000000 1.6404161576 0.3875000000 -0.1625000000 0.3875000000 10.3720024317 18.2723238445 18.2723238445
4.0000000000 56.0000000000 1.6441979279 0.3900000000 -0.1700000000 0.3900000000 10.7303800933 18.2378230229 18.2378230229
4.0000000000 57.0000000000 1.6479796983 0.3925000000 -0.1775000000 0.3925000000 11.0820748244 18.2042865808 18.2042865808
4.0000000000 58.0000000000 1.6517614687 0.3950000000 -0.1850000000 0.3950000000 11.4265483026 18.1718769012 18.1718769012
4.0000000000 59.0000000000 1.6555432391 0.3975000000 -0.1925000000 0.3975000000 11.7633329288 18.1407438241 18.1407438241
4.0000000000 60.0000000000 1.6593250095 0.4000000000 -0.2000000000 0.4000000000 12.0920238294 18.1110238484 18.1110238484
4.0000000000 61.0000000000 1.6631067799 0.4025000000 -0.2075000000 0.4025000000 12.4122723120 18.0828394238 18.0828394238
4.0000000000 62.0000000000 1.6668885503 0.4050000000 -0.2150000000 0.4050000000 12.7237804596 18.0562983398 18.0562983398
4.0000000000 63.0000000000 1.6706703206 0.4075000000 -0.2225000000 0.4075000000 13.0262966136 18.0314932214 18.0314932214
4.0000000000 64.0000000000 1.6744520910 0.4100000000 -0.2300000000 0.4100000000 13.3196115538 18.0085011383 18.0085011383
4.0000000000 65.0000000000 1.6782338614 0.4125000000 -0.2375000000 0.4125000000 13.6035552198 17.9873833331 17.9873833331
4.0000000000 66.0000000000 1.6820156318 0.4150000000 -0.2450000000 0.4150000000 13.8779938545 17.9681850729 17.9681850729
4.0000000000 67.0000000000 1.6857974022 0.4175000000 -0.2525000000 0.4175000000 14.1428274722 17.9509356282 17.9509356282
4.0000000000 68.0000000000 1.6895791726 0.4200000000 -0.2600000000 0.4200000000 14.3979875746 17.9356483794 17.9356483794
4.0000000000 69.0000000000 1.6933609430 0.4225000000 -0.2675000000 0.4225000000 14.6434350548 17.9223210512 17.9223210512
4.0000000000 70.0000000000 1.6971427133 0.4250000000 -0.2750000000 0.4250000000 14.8791582393 17.9109360741 17.9109360741
4.0000000000 71.0000000000 1.7009244837 0.4275000000 -0.2825000000 0.4275000000 15.1051710297 17.9014610672 17.9014610672
4.0000000000 72.0000000000 1.7047062541 0.4300000000 -0.2900000000 0.4300000000 15.3215111131 17.8938494408 17.8938494408
4.0000000000 73.0000000000 1.7084880245 0.4325000000 -0.2975000000 0.4325000000 15.5282382165 17.8880411095 17.8880411095
4.0000000000 74.0000000000 1.7122697949 0.4350000000 -0.3050000000 0.4350000000 15.7254323859 17.8839633099 17.8839633099
4.0000000000 75.0000000000 1.7160515653 0.4375000000 -0.3125000000 0.4375000000 15.9131922766 17.8815315133 17.8815315133
4.0000000000 76.0000000000 1.7198333357 0.4400000000 -0.3200000000 0.4400000000 16.0916334419 17.8806504247 17.8806504247
4.0000000000 77.0000000000 1.7236151060 0.4425000000 -0.3275000000 0.4425000000 16.2608866149 17.8812150565 17.8812150565
4.0000000000 78.0000000000 1.7273968764 0.4450000000 -0.3350000000 0.4450000000 16.4210959758 17.8831118658 17.8831118658
4.0000000000 79.0000000000 1.7311786468 0.4475000000 -0.3425000000 0.4475000000 16.5724174052 17.8862199450 17.8862199450
4.0000000000 80.0000000000 1.7349604172 0.4500000000 -0.3500000000 0.4500000000 16.7150167208 17.8904122525 17.8904122525
4.0000000000 81.0000000000 1.7387421876 0.4525000000 -0.3575000000 0.4525000000 16.8490679000 17.8955568722 17.8955568722
4.0000000000 82.0000000000 1.7425239580 0.4550000000 -0.3650000000 0.4550000000 16.9747512928 17.9015182904 17.9015182904
4.0000000000 83.0000000000 1.7463057283 0.4575000000 -0.3725000000 0.4575000000 17.0922518280 17.9081586789 17.9081586789
4.0000000000 84.0000000000 1.7500874987 0.4600000000 -0.3800000000 0.4600000000 17.2017572210 17.9153391717 17.9153391717
4.0000000000 85.0000000000 1.7538692691 0.4625000000 -0.3875000000 0.4625000000 17.3034561892 17.9229211275 17.9229211275
4.0000000000 86.0000000000 1.7576510395 0.4650000000 -0.3950000000 0.4650000000 17.3975366857 17.9307673654 17.9307673654
4.0000000000 87.0000000000 1.7614328099 0.4675000000 -0.4025000000 0.4675000000 17.4841841580 17.9387433671 17.9387433671
4.0000000000 88.0000000000 1.7652145803 0.4700000000 -0.4100000000 0.4700000000 17.5635798458 17.9467184347 17.9467184347
4.0000000000 89.0000000000 1.7689963507 0.4725000000 -0.4175000000 0.4725000000 17.6358991258 17.9545667985 17.9545667985
4.0000000000 90.0000000000 1.7727781210 0.4750000000 -0.4250000000 0.4750000000 17.7013099168 17.9621686669 17.9621686669
4.0000000000 91.0000000000 1.7765598914 0.4775000000 -0.4325000000 0.4775000000 17.7599711561 17.9694112114 17.9694112114
4.0000000000 92.0000000000 1.7803416618 0.4800000000 -0.4400000000 0.4800000000 17.8120313595 17.9761894833 17.9761894833
4.0000000000 93.0000000000 1.7841234322 0.4825000000 -0.4475000000 0.4825000000 17.8576272758 17.9824072544 17.9824072544
4.0000000000 94.0000000000 1.7879052026 0.4850000000 -0.4550000000 0.4850000000 17.8968826483 17.9879777806 17.9879777806
4.0000000000 95.0000000000 1.7916869730 0.4875000000 -0.4625000000 0.4875000000 17.9299070929 17.9928244823 17.9928244823
4.0000000000 96.0000000000 1.7954687434 0.4900000000 -0.4700000000 0.4900000000 17.9567951036 17.9968815401 17.9968815401
4.0000000000 97.0000000000 1.7992505137 0.4925000000 -0.4775000000 0.4925000000 17.9776251942 18.0000944022 18.0000944022
4.0000000000 98.0000000000 1.8030322841 0.4950000000 -0.4850000000 0.4950000000 17.9924591848 18.0024202034 18.0024202034
4.0000000000 99.0000000000 1.8068140545 0.4975000000 -0.4925000000 0.4975000000 18.0013416393 18.0038280909 18.0038280909
4.0000000000 100.0000000000 1.8105958249 0.5000000000 -0.5000000000 0.5000000000 18.0042994592 18.0042994592 18.0042994592
