atom,label,frac_x,frac_y,frac_z,x_ang,y_ang,z_ang,starting_magnetization,theta_deg,phi_deg,spin_x,spin_y,spin_z
116,B17,0.9072879553,0.1307213902,0.8270159364,9.254336971008431,1.3333581551068556,8.435562393539115,0.35,7.3822892935,150.7369348362,-0.039232153823811025,0.02198281520348517,0.3470988244608072
117,B18,0.1268728971,0.3773631155,0.91133219,1.294103526220898,3.849103706123646,9.295588164177055,0.35,166.481329011,234.4337751892,-0.04758820065540777,-0.06655334728560594,-0.3403028285563641
118,B19,0.3230912983,0.3238578737,0.8382498622,3.295531181035181,3.3033502499689686,8.550148434556412,0.35,79.192654816,8.233243891,0.34024876799572756,0.04923213036631298,0.06562753398524059
119,B20,0.6295029521,0.3408098221,0.88380301,6.420929991351754,3.4762601204156387,9.014790533427833,0.35,110.3508245316,345.0664493427,0.31707002093693487,-0.0845646517757733,-0.12171861604986263
120,B21,0.9043757319,0.3500743508,0.8913260698,9.224632292883895,3.5707583113885684,9.091525741952921,0.35,62.6767545934,96.6211606327,-0.03585388561618745,0.3088769135182471,0.16065351282079893
121,B22,0.1516001076,0.6381720901,0.9124012589,1.5463210686045534,6.509355197298246,9.306492666753146,0.35,155.0864570587,234.5353183868,-0.08554342624166625,-0.12008396700363136,-0.3174305642113049
122,B23,0.3624468148,0.6710075736,0.8831785321,3.696957441828707,6.84427712273537,9.008420858966943,0.35,35.8955484455,29.0577268226,0.1793788939425087,0.09966773537066444,0.2835305185232189
123,B24,0.565325439,0.597456336,0.8662217855,5.766319369972652,6.094054513244166,8.835462046881187,0.35,26.850188844,356.7576959816,0.1578276896202158,-0.008940838053851145,0.3122666837881359
124,B25,0.8579140306,0.6396192312,0.8886686563,8.750722948485768,6.5241160362422255,9.064420124759785,0.35,119.8396953233,330.7146091443,0.2647957749097272,-0.1485076920999052,-0.17415126464403524
125,B26,0.151783511,0.8802846074,0.8613269329,1.5481917832495722,8.978902827578915,8.785534551294807,0.35,58.6290042124,198.5293015374,-0.28334381865962377,-0.09496667013413261,0.18220211851407508
126,B27,0.362844348,0.8912044168,0.862613976,3.701012280392883,9.090284881376125,8.798662390669323,0.35,139.6956624269,349.9558734596,0.22292681342841592,-0.03948506183808302,-0.2669167768168479
127,B28,0.6250028014,0.9245337248,0.8862227201,6.37502845507009,9.43024381661906,9.03947157598631,0.35,122.2635674099,176.3425802712,-0.2953577215890414,0.018879519918157398,-0.18683516806369774
128,B29,0.8660411239,0.8477829099,0.8596791625,8.833619298595647,8.647385519278128,8.768727293529095,0.35,88.5646111067,180.6653335445,-0.34986658283574895,-0.004062924689291235,0.008767374624433319
